simulation-time real-time total unconfirmed
161 15.9072 800 70
162 15.9195 806 72
163 16.4384 810 72
164 16.5796 815 71
165 16.7815 820 73
166 16.7923 825 73
167 16.8163 831 73
168 16.8323 835 73
169 16.8488 840 71
170 16.8598 845 73
171 16.8721 850 69
172 16.8877 856 59
173 17.434 860 61
174 17.5479 865 59
175 17.7214 870 61
176 17.732 875 63
177 17.7518 881 60
178 17.7658 885 63
179 17.7815 890 59
180 17.792 895 58
181 17.8054 900 57
182 17.8197 906 48
183 18.271 910 49
184 18.5001 915 50
185 18.6464 920 50
186 18.6581 925 52
187 18.6782 931 53
188 18.6969 935 54
189 18.7122 940 53
190 18.7223 945 53
191 18.7333 950 53
192 18.7468 956 50
193 19.1631 960 51
194 19.3508 965 50
195 19.5063 970 48
196 19.5175 975 47
197 19.536 981 48
198 19.5518 985 48
199 19.568 990 49
200 19.5784 995 47
201 19.5899 1000 44
202 19.6031 1006 44
203 19.8105 1010 46
204 19.992 1015 45
205 20.0958 1020 40
206 20.1077 1025 39
207 20.1253 1031 39
208 20.1429 1035 36
209 20.1593 1040 37
210 20.1697 1045 35
211 20.1811 1050 36
212 20.1954 1056 29
213 20.355 1060 31
214 20.4118 1065 33
215 20.4894 1070 28
216 20.501 1075 31
217 20.5186 1081 28
218 20.5325 1085 29
219 20.5478 1090 31
220 20.5585 1095 27
221 20.5694 1100 25
222 20.5813 1106 27
223 20.7594 1110 28
224 20.8452 1115 28
225 20.9064 1120 25
226 20.9171 1125 26
227 20.934 1131 28
228 20.9485 1135 29
229 20.9622 1140 30
230 20.9717 1145 33
231 20.982 1150 34
232 20.9951 1156 33
233 21.2197 1160 34
234 21.3211 1165 36
235 21.391 1170 34
236 21.4029 1175 29
237 21.421 1181 27
238 21.4367 1185 28
239 21.4501 1190 29
240 21.4602 1195 33
241 21.4734 1200 33
242 21.4854 1206 31
243 21.7049 1210 31
244 21.8326 1215 36
245 21.9089 1220 36
246 21.9205 1225 38
247 21.9398 1231 34
248 21.956 1235 35
249 21.97 1240 39
250 21.9809 1245 34
251 21.9932 1250 35
252 22.0056 1256 37
253 22.2112 1260 38
254 22.2767 1265 37
255 22.3743 1270 34
256 22.3856 1275 32
257 22.4029 1281 34
258 22.4175 1285 32
259 22.4327 1290 31
260 22.4429 1295 29
261 22.454 1300 31
262 22.4667 1306 28
263 22.5563 1310 30
264 22.6323 1315 31
265 22.6833 1320 26
266 22.6937 1325 27
267 22.7098 1331 29
268 22.7241 1335 28
269 22.7373 1340 29
270 22.7468 1345 25
271 22.759 1350 23
272 22.7722 1356 22
273 22.9162 1360 25
274 22.9619 1365 24
275 23.027 1370 26
276 23.0378 1375 25
277 23.0553 1381 22
278 23.0682 1385 23
279 23.0824 1390 24
280 23.0918 1395 26
281 23.1027 1400 26
282 23.1146 1406 26
283 23.2347 1410 26
284 23.2777 1415 23
285 23.3661 1420 23
286 23.3777 1425 24
287 23.3947 1431 27
288 23.4072 1435 28
289 23.4225 1440 26
290 23.4326 1445 26
291 23.4443 1450 25
292 23.4564 1456 22
293 23.5762 1460 20
294 23.668 1465 18
295 23.7449 1470 21
296 23.7562 1475 19
297 23.7738 1481 18
298 23.7893 1485 18
299 23.804 1490 16
300 23.8139 1495 16
301 23.8345 1500 19
302 23.8467 1506 20
303 24.0301 1510 22
304 24.1267 1515 21
305 24.1856 1520 21
306 24.1967 1525 20
307 24.2141 1531 22
308 24.2285 1535 26
309 24.242 1540 27
310 24.252 1545 23
311 24.2636 1550 24
312 24.2767 1556 22
313 24.3783 1560 22
314 24.4134 1565 24
315 24.4774 1570 27
316 24.4877 1575 29
317 24.5043 1581 27
318 24.5183 1585 20
319 24.5328 1590 20
320 24.5427 1595 21
321 24.5544 1600 21
322 24.567 1606 21
323 24.6929 1610 24
324 24.7307 1615 25
325 24.8059 1620 26
326 24.8165 1625 24
327 24.8332 1631 28
328 24.8462 1635 24
329 24.8613 1640 24
330 24.8715 1645 21
331 24.8832 1650 20
332 24.8957 1656 16
333 25.0302 1660 18
334 25.1312 1665 18
335 25.1829 1670 20
336 25.1945 1675 21
337 25.2125 1681 21
338 25.2274 1685 20
339 25.2412 1690 17
340 25.251 1695 17
341 25.2615 1700 20
342 25.2732 1706 21
343 25.3423 1710 17
344 25.4069 1715 15
345 25.4516 1720 17
346 25.4616 1725 18
347 25.4761 1731 17
348 25.4893 1735 21
349 25.5017 1740 21
350 25.5116 1745 18
351 25.5222 1750 21
352 25.5347 1756 17
353 25.6201 1760 18
354 25.6882 1765 18
355 25.7356 1770 16
356 25.7466 1775 16
357 25.7616 1781 17
358 25.7757 1785 19
359 25.7884 1790 20
360 25.7981 1795 22
361 25.8105 1800 25
362 25.8231 1806 24
363 26.0223 1810 24
364 26.1385 1815 23
365 26.2123 1820 26
366 26.2237 1825 26
367 26.2406 1831 30
368 26.2583 1835 27
369 26.2729 1840 30
370 26.2823 1845 30
371 26.2933 1850 33
372 26.3062 1856 31
373 26.4845 1860 29
374 26.6048 1865 30
375 26.688 1870 31
376 26.699 1875 31
377 26.7174 1881 31
378 26.733 1885 31
379 26.7475 1890 31
380 26.7582 1895 27
381 26.7698 1900 31
382 26.7824 1906 32
383 26.9285 1910 32
384 27.0628 1915 33
385 27.1461 1920 31
386 27.1581 1925 28
387 27.1757 1931 26
388 27.1935 1935 25
389 27.2092 1940 25
390 27.2193 1945 26
391 27.2303 1950 28
392 27.2423 1956 26
393 27.367 1960 24
394 27.4862 1965 21
395 27.5487 1970 20
396 27.5596 1975 22
397 27.577 1981 23
398 27.5931 1985 25
399 27.6069 1990 24
400 27.6166 1995 26
401 27.6283 2000 20
402 27.6406 2006 21
403 27.7783 2010 24
404 27.8335 2015 25
405 27.8976 2020 23
406 27.909 2025 24
407 27.9263 2031 23
408 27.9409 2035 20
409 27.9552 2040 21
410 27.9649 2045 20
411 27.9759 2050 19
412 27.9885 2056 20
413 28.0752 2060 20
414 28.1791 2065 24
415 28.2732 2070 23
416 28.2841 2075 23
417 28.3021 2081 21
418 28.3181 2085 21
419 28.3333 2090 22
420 28.3434 2095 24
421 28.3565 2100 25
422 28.3692 2106 23
423 28.4696 2110 21
424 28.5212 2115 17
425 28.5715 2120 16
426 28.5828 2125 19
427 28.5978 2131 22
428 28.6121 2135 23
429 28.6249 2140 22
430 28.6337 2145 26
431 28.6444 2150 28
432 28.6562 2156 28
433 28.7717 2160 24
434 28.8099 2165 23
435 28.8692 2170 26
436 28.8813 2175 26
437 28.899 2181 22
438 28.9127 2185 23
439 28.9257 2190 26
440 28.9353 2195 28
441 28.9465 2200 27
442 28.9585 2206 22
443 29.0952 2210 25
444 29.2043 2215 24
445 29.2629 2220 27
446 29.2747 2225 28
447 29.292 2231 27
448 29.3085 2235 25
449 29.322 2240 27
450 29.3328 2245 22
451 29.3435 2250 22
452 29.3573 2256 22
453 29.4775 2260 20
454 29.5201 2265 19
455 29.5929 2270 22
456 29.6039 2275 19
457 29.6205 2281 23
458 29.633 2285 25
459 29.6468 2290 28
460 29.6563 2295 26
461 29.6679 2300 24
462 29.6817 2306 23
463 29.7784 2310 22
464 29.894 2315 23
465 29.9604 2320 26
466 29.9717 2325 27
467 29.9878 2331 28
468 30.0029 2335 31
469 30.017 2340 30
470 30.0273 2345 30
471 30.0379 2350 34
472 30.05 2356 35
473 30.2498 2360 34
474 30.3311 2365 35
475 30.4294 2370 32
476 30.4409 2375 34
477 30.4601 2381 33
478 30.4745 2385 33
479 30.489 2390 30
480 30.4994 2395 35
481 30.5126 2400 36
482 30.5244 2406 38
483 30.6974 2410 39
484 30.7624 2415 36
485 30.8341 2420 35
486 30.8471 2425 33
487 30.864 2431 38
488 30.8788 2435 39
489 30.8932 2440 37
490 30.9038 2445 34
491 30.915 2450 35
492 30.9284 2456 36
493 31.098 2460 36
494 31.1521 2465 37
495 31.2543 2470 41
496 31.2659 2475 39
497 31.284 2481 34
498 31.2984 2485 32
499 31.314 2490 27

