simulation-time real-time total unconfirmed
303 1452.66 2990 40
304 1453.99 3000 43
305 1455.3 3010 45
306 1456.74 3020 47
307 1458.09 3031 46
308 1459.88 3040 43
309 1461.04 3050 41
310 1462.1 3060 35
311 1462.97 3070 37
312 1463.88 3081 38
313 1465.01 3090 34
314 1466.56 3100 38
315 1468.31 3110 36
316 1469.65 3120 38
317 1470.89 3131 36
318 1472.84 3140 36
319 1474.32 3150 37
320 1475.3 3160 30
321 1476.6 3170 33
322 1478.57 3181 38
323 1480.3 3190 42
324 1482.15 3200 46
325 1484.07 3210 43
326 1486.2 3220 43
327 1488.58 3231 46
328 1491.45 3240 44
329 1493.54 3250 51
330 1496.81 3259 54
331 1500.47 3270 55
332 1503.32 3281 56
333 1505.54 3290 55
334 1508.64 3300 51
335 1512.25 3310 54
336 1515.44 3320 54
337 1518.72 3331 52
338 1522.1 3340 52
339 1524.61 3350 49
340 1526.81 3360 49
341 1529.11 3370 41
342 1531.34 3381 47
343 1532.95 3390 46
344 1534.91 3400 43
345 1537.34 3410 43
346 1539.34 3420 48
347 1541.78 3431 49
348 1544.42 3440 48
349 1547.17 3450 44
350 1550.1 3460 44
351 1553.38 3470 47
352 1556.29 3481 46
353 1559.32 3490 47
354 1562.25 3500 51
355 1564.08 3510 48
356 1565.97 3520 43
357 1567.54 3531 38
358 1568.7 3540 40
359 1571.23 3550 43
360 1574.01 3560 44
361 1575.75 3570 43
362 1575.82 3581 39
363 1577.16 3590 36
364 1579.09 3600 37
365 1580.63 3610 40
366 1582.91 3620 43
367 1585.16 3631 46
368 1587.27 3640 49
369 1589.8 3650 49
370 1592.95 3660 49
371 1595.99 3670 49
372 1599.11 3681 46
373 1602.9 3690 46
374 1605.9 3700 50
375 1609 3710 50
376 1612.39 3720 46
377 1615.01 3731 48
378 1617.87 3740 53
379 1620.57 3750 51
380 1623.45 3760 49
381 1626.73 3770 49
382 1630.03 3780 50
383 1633.8 3790 50
384 1636.9 3800 50
385 1639.35 3810 48
386 1642.41 3820 48
387 1644.97 3831 50
388 1647.88 3840 50
389 1650.52 3850 51
390 1653.12 3860 55
391 1656.24 3870 49
392 1659.08 3881 45
393 1661.7 3890 45
394 1664.32 3900 48
395 1667.67 3910 44
396 1670.5 3920 46
397 1673.22 3931 50
398 1676.1 3940 53
399 1678.49 3950 55
400 1680.8 3960 56
401 1684.06 3969 51
402 1686.99 3981 51
403 1689.97 3990 52
404 1693.16 4000 53
405 1695.94 4010 50
406 1698.74 4020 51
407 1701.42 4031 46
408 1703.99 4040 48
409 1706.35 4050 46
410 1709.03 4060 40
411 1711.64 4070 43
412 1713.52 4081 44
413 1714.83 4090 45
414 1717.02 4100 42
415 1718.82 4110 44
416 1720.92 4120 44
417 1723.24 4131 49
418 1725.65 4140 50
419 1727.87 4150 50
420 1729.86 4160 39
421 1731.1 4170 39
422 1732.11 4181 42
423 1733.73 4190 39
424 1735.34 4200 36
425 1737 4210 38
426 1738.82 4220 41
427 1740.75 4231 39
428 1742.18 4240 43
429 1744.28 4250 44
430 1745.73 4260 39
431 1747.69 4270 41
432 1749.63 4281 42
433 1751.55 4290 43
434 1753.84 4300 41
435 1756 4310 41
436 1758.05 4320 41
437 1760.73 4331 44
438 1763.01 4340 43
439 1765.37 4350 45
440 1768.19 4360 46
441 1771.37 4370 48
442 1774.03 4381 49
443 1776.05 4390 52
444 1779.08 4400 51
445 1781.76 4410 47
446 1784.9 4419 50
447 1788.61 4431 51
448 1791.82 4440 51
449 1794.34 4450 51
450 1797.77 4460 54
451 1800.57 4470 56
452 1803.29 4481 54
453 1805.78 4490 48
454 1808.61 4500 50
455 1811.21 4510 54
456 1813.92 4520 49
457 1816.23 4531 52
458 1818.55 4540 52
459 1820.59 4550 49
460 1822.15 4560 42
461 1824.33 4570 43
462 1826.33 4581 42
463 1828.01 4590 43
464 1830.45 4600 42
465 1833.49 4610 47
466 1835.89 4620 49
467 1838.29 4631 50
468 1840.73 4640 46
469 1843.42 4650 43
470 1846.08 4660 46
471 1848.97 4670 50
472 1851.44 4681 44
473 1853.45 4690 45
474 1855.63 4700 44
475 1857.59 4710 41
476 1859.93 4720 44
477 1861.78 4731 47
478 1862.88 4740 45
479 1864.84 4750 41
480 1866.96 4760 36
481 1869 4770 36
482 1870.84 4781 41
483 1873.07 4790 44
484 1875.17 4800 43
485 1877.31 4810 37
486 1879.6 4820 42
487 1881.58 4831 42
488 1883.92 4840 45
489 1887.07 4850 49
490 1889.16 4860 45
491 1891.51 4870 51
492 1893.55 4881 50
493 1896.19 4890 48
494 1898.63 4900 50
495 1901.36 4910 48
496 1903.61 4920 50
497 1905.62 4931 49
498 1907.92 4940 52
499 1910.12 4950 52

