simulation-time real-time total unconfirmed
177 15.1228 286 16
178 15.1724 293 15
179 15.1725 293 15
180 15.1726 293 15
181 15.1727 293 15
182 15.1842 294 15
183 15.8277 301 10
184 15.8278 301 10
185 15.8279 301 10
186 15.8286 301 10
187 15.8588 302 11
188 15.9089 309 11
189 15.909 309 11
190 15.9091 309 11
191 15.9093 309 11
192 15.9206 310 11
193 16.6205 317 13
194 16.6207 317 13
195 16.6208 317 13
196 16.6214 317 13
197 16.6526 318 13
198 16.7028 325 12
199 16.7028 325 12
200 16.7029 325 12
201 16.7031 325 12
202 16.7134 326 12
203 17.3161 333 11
204 17.3163 333 11
205 17.3164 333 11
206 17.317 333 11
207 17.3442 334 12
208 17.3933 341 11
209 17.3934 341 11
210 17.3936 341 11
211 17.3937 341 11
212 17.4059 342 11
213 18.1409 349 14
214 18.141 349 14
215 18.1411 349 14
216 18.1418 349 14
217 18.1726 350 15
218 18.2221 357 15
219 18.2222 357 15
220 18.2223 357 15
221 18.2225 357 15
222 18.2347 358 16
223 18.9592 365 15
224 18.9594 365 15
225 18.9595 365 15
226 18.9602 365 15
227 18.9917 366 15
228 19.0434 373 12
229 19.0435 373 12
230 19.0436 373 12
231 19.0438 373 12
232 19.0551 374 12
233 19.7503 381 13
234 19.7505 381 13
235 19.7505 381 13
236 19.7511 381 13
237 19.7832 382 13
238 19.8346 389 11
239 19.8347 389 11
240 19.8349 389 11
241 19.835 389 11
242 19.8459 390 11
243 20.4322 397 12
244 20.4323 397 12
245 20.4324 397 12
246 20.4331 397 12
247 20.4627 398 12
248 20.516 405 15
249 20.5161 405 15
250 20.5162 405 15
251 20.5164 405 15
252 20.5298 406 16
253 21.3179 413 14
254 21.3181 413 14
255 21.3182 413 14
256 21.3189 413 14
257 21.3553 414 14
258 21.4059 421 13
259 21.406 421 13
260 21.4061 421 13
261 21.4063 421 13
262 21.4187 422 14
263 22.1937 429 14
264 22.1939 429 14
265 22.1939 429 14
266 22.1946 429 14
267 22.228 430 14
268 22.2782 437 15
269 22.2784 437 15
270 22.2785 437 15
271 22.2787 437 15
272 22.2912 438 15
273 23.0151 445 16
274 23.0152 445 16
275 23.0153 445 16
276 23.0161 445 16
277 23.0485 446 15
278 23.0999 453 15
279 23.1 453 15
280 23.1001 453 15
281 23.1003 453 15
282 23.1119 454 15
283 23.7728 461 14
284 23.773 461 14
285 23.7731 461 14
286 23.7738 461 14
287 23.8034 462 14
288 23.8533 469 14
289 23.8534 469 14
290 23.8535 469 14
291 23.8537 469 14
292 23.8659 470 13
293 24.6014 476 15
294 24.6016 476 15
295 24.6017 476 15
296 24.6023 476 15
297 24.632 477 14
298 24.6896 485 18
299 24.6897 485 18
