simulation-time real-time total unconfirmed
99 17.6786 205 35
100 17.6787 205 35
101 17.6789 205 35
102 17.6963 206 36
103 19.4403 215 37
104 19.4405 215 37
105 19.4405 215 37
106 19.4415 215 37
107 19.5094 216 35
108 19.603 225 34
109 19.6031 225 34
110 19.6031 225 34
111 19.6034 225 34
112 19.6219 226 35
113 21.4863 235 36
114 21.4866 235 36
115 21.4866 235 36
116 21.4874 235 36
117 21.5524 236 36
118 21.6466 245 33
119 21.6467 245 33
120 21.6469 245 33
121 21.6471 245 33
122 21.6655 246 34
123 23.4617 255 33
124 23.4619 255 33
125 23.462 255 33
126 23.4628 255 33
127 23.5363 256 33
128 23.6297 265 30
129 23.6298 265 30
130 23.6299 265 30
131 23.6302 265 30
132 23.648 266 31
133 25.1995 275 27
134 25.1996 275 27
135 25.1997 275 27
136 25.2005 275 27
137 25.262 276 28
138 25.3541 285 26
139 25.3542 285 26
140 25.3543 285 26
141 25.3545 285 26
142 25.3716 286 27
143 26.7787 295 26
144 26.7789 295 26
145 26.7789 295 26
146 26.7798 295 26
147 26.8387 296 25
148 26.9283 305 27
149 26.9285 305 27
150 26.9287 305 27
151 26.9289 305 27
152 26.9467 306 28
153 28.8101 315 28
154 28.8102 315 28
155 28.8103 315 28
156 28.8112 315 28
157 28.8771 316 28
158 28.9653 325 29
159 28.9655 325 29
160 28.9655 325 29
161 28.9658 325 29
162 28.9851 326 30
163 30.9209 335 33
164 30.921 335 33
165 30.9211 335 33
166 30.922 335 33
167 30.9848 336 33
168 31.0789 345 32
169 31.079 345 32
170 31.0791 345 32
171 31.0793 345 32
172 31.0975 346 31
173 32.9377 355 32
174 32.938 355 32
175 32.938 355 32
176 32.9388 355 32
177 33.0074 356 33
178 33.0984 365 36
179 33.0985 365 36
180 33.0987 365 36
181 33.0989 365 36
182 33.1178 366 36
183 35.0243 375 36
184 35.0244 375 36
185 35.0246 375 36
186 35.0255 375 36
187 35.0943 376 37
188 35.1803 385 42
189 35.1804 385 42
190 35.1806 385 42
191 35.1808 385 42
192 35.1992 386 43
193 37.0968 395 44
194 37.097 395 44
195 37.0971 395 44
196 37.098 395 44
197 37.1587 396 45
198 37.2539 405 41
199 37.254 405 41
200 37.2541 405 41
201 37.2544 405 41
202 37.2733 406 42
203 39.2975 415 41
204 39.2977 415 41
205 39.2978 415 41
206 39.2987 415 41
207 39.3707 416 42
208 39.4612 425 39
209 39.4613 425 39
210 39.4615 425 39
211 39.4617 425 39
212 39.4801 426 40
213 41.1563 435 37
214 41.1565 435 37
215 41.1566 435 37
216 41.1575 435 37
217 41.2241 436 34
218 41.3225 445 35
219 41.3227 445 35
220 41.3228 445 35
221 41.3231 445 35
222 41.3405 446 35
223 42.8568 455 35
224 42.857 455 35
225 42.8571 455 35
226 42.8583 455 35
227 42.9232 456 34
228 43.017 465 32
229 43.0171 465 32
230 43.0172 465 32
231 43.0175 465 32
232 43.0365 466 32
233 45.058 475 30
234 45.0583 475 30
235 45.0584 475 30
236 45.0593 475 30
237 45.1279 476 29
238 45.2189 485 31
239 45.219 485 31
240 45.2192 485 31
241 45.2195 485 31
242 45.2385 486 32
243 47.1789 495 35
244 47.1791 495 35
245 47.1792 495 35
246 47.1803 495 35
247 47.2563 496 34
248 47.3484 505 32
249 47.3486 505 32
250 47.3487 505 32
251 47.349 505 32
252 47.3684 506 31
253 49.2418 515 30
254 49.242 515 30
255 49.2422 515 30
256 49.2431 515 30
257 49.3016 516 30
258 49.3907 525 32
259 49.3908 525 32
260 49.3909 525 32
261 49.3912 525 32
262 49.4106 526 32
263 51.3977 535 31
264 51.398 535 31
265 51.398 535 31
266 51.3988 535 31
267 51.4647 536 31
268 51.5589 545 34
269 51.5591 545 34
270 51.5593 545 34
271 51.5595 545 34
272 51.579 546 34
273 53.6718 555 30
274 53.672 555 30
275 53.6721 555 30
276 53.6731 555 30
277 53.7432 556 30
278 53.8349 565 32
279 53.8351 565 32
280 53.8352 565 32
281 53.8355 565 32
282 53.8544 566 31
283 55.876 575 29
284 55.8762 575 29
285 55.8763 575 29
286 55.8772 575 29
287 55.943 576 30
288 56.0341 585 31
289 56.0342 585 31
290 56.0343 585 31
291 56.0346 585 31
292 56.0528 586 31
293 58.2163 595 33
294 58.2166 595 33
295 58.2167 595 33
296 58.2175 595 33
297 58.2882 596 34
298 58.3759 605 36
299 58.3761 605 36
